online_order,book_table,rate,location,rest_type,cuisines,type,cost_per_person
No,No,3.7,Koramangala 6th Block,Bar,"Finger Food, Continental",Pubs and bars,500.0
Yes,No,3.5,Koramangala 7th Block,"Bar, Casual Dining","Finger Food, North Indian, Seafood, Mangalorean, Chinese",Pubs and bars,350.0
No,No,3.3,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian",Pubs and bars,350.0
No,No,3.0,Koramangala 6th Block,Bar,"Finger Food, Continental",Pubs and bars,1150.0
No,No,3.8,Koramangala 6th Block,Bar,"North Indian, Chinese",Pubs and bars,400.0
No,No,3.8,Koramangala 6th Block,"Pub, Casual Dining","American, Pizza, Burger",Pubs and bars,750.0
No,No,3.3,Koramangala 4th Block,Bar,"North Indian, Chinese",Pubs and bars,500.0
No,No,3.700448817952718,Koramangala 1st Block,Bar,"Continental, Chinese",Pubs and bars,400.0
No,Yes,4.0,BTM,Bar,Finger Food,Pubs and bars,550.0
No,No,3.8,HSR,"Lounge, Bar","Continental, Italian",Pubs and bars,650.0
No,No,3.0,BTM,Bar,North Indian,Pubs and bars,500.0
No,No,3.3,HSR,Bar,"North Indian, Continental",Pubs and bars,300.0
No,No,3.5,BTM,Bar,Finger Food,Pubs and bars,600.0
No,No,3.700448817952718,BTM,Bar,"Continental, Chinese, North Indian",Pubs and bars,600.0
No,No,3.700448817952718,BTM,"Bar, Casual Dining","South Indian, North Indian, Fast Food",Pubs and bars,400.0
Yes,Yes,4.5,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Salad",Buffet,650.0
No,Yes,4.4,Koramangala 5th Block,"Microbrewery, Casual Dining","Modern Indian, European, Asian",Buffet,1000.0
No,Yes,4.7,Koramangala 5th Block,"Casual Dining, Bar","North Indian, European, Mediterranean",Buffet,700.0
No,No,3.7,Koramangala 6th Block,"Lounge, Microbrewery","North Indian, Continental, Chinese",Buffet,1000.0
Yes,Yes,4.0,Koramangala 6th Block,Casual Dining,North Indian,Buffet,300.0
Yes,No,3.9,Koramangala 6th Block,Casual Dining,Chinese,Buffet,500.0
No,No,3.8,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental",Buffet,450.0
Yes,Yes,4.5,Koramangala 5th Block,"Casual Dining, Bar","North Indian, Chinese, Continental, Thai, Salad",Buffet,750.0
No,Yes,4.2,Koramangala 5th Block,Casual Dining,"Continental, Asian, American, North Indian, Desserts",Buffet,600.0
Yes,Yes,4.9,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos",Buffet,750.0
Yes,Yes,4.2,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala",Buffet,650.0
No,Yes,4.4,Koramangala 3rd Block,"Cafe, Lounge","Cafe, American, Asian, North Indian",Buffet,500.0
Yes,Yes,4.4,Koramangala 4th Block,"Casual Dining, Cafe","Pizza, Cafe, Italian",Buffet,300.0
Yes,Yes,4.4,Koramangala 7th Block,"Casual Dining, Bar",North Indian,Buffet,750.0
Yes,Yes,4.5,Koramangala 7th Block,Casual Dining,"Italian, Salad",Buffet,750.0
No,Yes,4.1,Koramangala 3rd Block,Casual Dining,"North Indian, Mughlai",Buffet,750.0
Yes,Yes,4.4,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai, Biryani",Buffet,750.0
No,Yes,4.3,Koramangala 5th Block,Casual Dining,"Chinese, Thai, Momos",Buffet,550.0
Yes,No,4.1,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",Buffet,375.0
Yes,Yes,4.1,Koramangala 3rd Block,Casual Dining,"Chinese, Thai, Asian",Buffet,450.0
No,Yes,3.700448817952718,Koramangala 5th Block,Lounge,"North Indian, Continental, Chinese",Buffet,750.0
Yes,Yes,4.2,Koramangala 4th Block,Casual Dining,"North Indian, Chinese, Seafood",Buffet,850.0
Yes,Yes,4.4,Koramangala 4th Block,Casual Dining,Vietnamese,Buffet,500.0
Yes,Yes,3.9,Koramangala 5th Block,Casual Dining,"North Indian, South Indian, Chinese, Biryani",Buffet,350.0
Yes,Yes,4.0,Koramangala 4th Block,"Casual Dining, Bar","European, American, Continental, North Indian, Steak",Buffet,750.0
No,Yes,3.9,Koramangala 5th Block,Lounge,"Continental, North Indian",Buffet,700.0
No,Yes,4.2,Koramangala 7th Block,Casual Dining,"North Indian, South Indian, Chinese, Arabian",Buffet,400.0
No,Yes,4.3,Koramangala 7th Block,Casual Dining,"North Indian, Arabian, Beverages",Buffet,500.0
No,Yes,4.1,Koramangala 3rd Block,Fine Dining,"European, Asian",Buffet,1000.0
No,Yes,3.5,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",Buffet,500.0
Yes,No,3.5,Koramangala 4th Block,Casual Dining,Chinese,Buffet,400.0
Yes,Yes,4.2,Domlur,Casual Dining,"European, Italian, Asian",Buffet,750.0
Yes,No,3.9,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",Buffet,400.0
No,No,3.4,Domlur,Casual Dining,North Indian,Buffet,550.0
Yes,Yes,4.2,Koramangala 3rd Block,Cafe,"Cafe, Continental, Italian",Cafes,500.0
Yes,No,4.4,Koramangala 6th Block,Cafe,"Cafe, North Indian, Pizza, Sandwich, Salad",Cafes,250.0
Yes,No,4.2,Koramangala 6th Block,Cafe,Cafe,Cafes,300.0
Yes,No,4.1,Koramangala 6th Block,Cafe,"Cafe, Continental, Italian",Cafes,300.0
No,Yes,4.2,Koramangala 6th Block,Cafe,"Cafe, Continental, Chinese, Italian",Cafes,400.0
No,No,4.1,Koramangala 6th Block,Cafe,"Cafe, Burger, Fast Food, Desserts",Cafes,350.0
Yes,No,4.1,Koramangala 6th Block,Cafe,"Cafe, Desserts",Cafes,350.0
No,No,3.700448817952718,Koramangala 6th Block,Cafe,"Cafe, Italian, Fast Food",Cafes,400.0
Yes,No,3.7,Koramangala 6th Block,Cafe,"Cafe, Fast Food",Cafes,450.0
Yes,No,3.8,Koramangala 6th Block,Quick Bites,"Cafe, Burger, Fast Food",Cafes,200.0
Yes,No,4.1,Koramangala 6th Block,Cafe,"Cafe, Chinese, Pizza, North Indian, Burger",Cafes,300.0
Yes,Yes,4.1,Koramangala 6th Block,Quick Bites,"Cafe, Chinese, Continental",Cafes,300.0
No,No,2.8,Koramangala 6th Block,Cafe,Cafe,Cafes,225.0
No,No,2.9,Koramangala 6th Block,Cafe,"Cafe, North Indian, Chinese, Continental",Cafes,250.0
No,No,3.6,Koramangala 6th Block,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",Cafes,125.0
No,No,4.7,Koramangala 5th Block,"Cafe, Casual Dining","Cafe, American, Burger, Steak",Cafes,450.0
No,No,4.6,Koramangala 4th Block,Cafe,"Cafe, American, Burger",Cafes,300.0
No,No,4.5,Koramangala 5th Block,Cafe,"Cafe, Italian, Fast Food",Cafes,400.0
Yes,Yes,4.4,Koramangala 4th Block,"Casual Dining, Cafe","Pizza, Cafe, Italian",Cafes,300.0
No,No,4.1,Koramangala 5th Block,Cafe,"Cafe, Continental, European, Juices",Cafes,650.0
No,No,4.4,Koramangala 4th Block,Cafe,"Cafe, Continental, Desserts",Cafes,400.0
Yes,No,4.0,Koramangala 8th Block,Cafe,"Cafe, Coffee",Cafes,200.0
No,No,4.4,Koramangala 5th Block,"Cafe, Dessert Parlor","Cafe, Italian, Desserts",Cafes,300.0
Yes,Yes,4.1,Koramangala 1st Block,Cafe,"Cafe, American, Italian, Burger",Cafes,300.0
Yes,No,4.3,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",Cafes,300.0
Yes,No,4.1,Koramangala 1st Block,Cafe,"Cafe, Burger, Italian, Salad",Cafes,500.0
No,Yes,4.3,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",Cafes,400.0
Yes,Yes,4.4,Koramangala 3rd Block,Cafe,Cafe,Cafes,500.0
Yes,Yes,4.3,Koramangala 5th Block,"Casual Dining, Cafe","Continental, Cafe, Italian, Fast Food, Steak",Cafes,450.0
No,No,4.1,Koramangala 4th Block,Cafe,"Cafe, Continental",Cafes,300.0
Yes,No,4.5,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",Cafes,250.0
Yes,Yes,4.4,Koramangala 5th Block,Cafe,"Cafe, Salad",Cafes,400.0
Yes,No,4.4,Koramangala 5th Block,Cafe,"Cafe, European, Continental",Cafes,450.0
Yes,Yes,4.2,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",Cafes,400.0
Yes,No,4.6,Koramangala 7th Block,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",Cafes,275.0
Yes,Yes,4.4,Koramangala 4th Block,Cafe,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",Cafes,400.0
No,Yes,4.5,Koramangala 5th Block,Cafe,"Cafe, Continental, Mediterranean, Beverages",Cafes,450.0
Yes,No,3.8,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",Cafes,300.0
No,No,4.3,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",Cafes,425.0
Yes,Yes,4.0,Koramangala 3rd Block,Cafe,"Cafe, Continental",Cafes,450.0
Yes,No,4.5,Koramangala 5th Block,"Dessert Parlor, Cafe","Desserts, Cafe",Cafes,150.0
No,No,4.1,Koramangala 7th Block,Cafe,"Cafe, Desserts",Cafes,350.0
Yes,No,4.2,Koramangala 4th Block,Cafe,"Cafe, Desserts",Cafes,350.0
Yes,Yes,4.2,Koramangala 5th Block,Cafe,"Cafe, American, Continental, Italian",Cafes,300.0
Yes,Yes,4.0,Koramangala 4th Block,Cafe,Cafe,Cafes,350.0
Yes,No,4.2,Koramangala 5th Block,Cafe,"Cafe, Continental, Burger",Cafes,400.0
Yes,No,4.1,Koramangala 3rd Block,Cafe,"Cafe, Continental, Burger, Salad, Healthy Food, Italian",Cafes,400.0
Yes,No,4.1,Koramangala 5th Block,Cafe,"Cafe, Healthy Food, Salad, Beverages, Desserts",Cafes,600.0
Yes,No,4.1,Koramangala 7th Block,Cafe,"Cafe, Continental, Mexican",Cafes,300.0
Yes,Yes,4.1,Koramangala 5th Block,"Cafe, Bar","Cafe, Continental, Salad, Steak",Cafes,600.0
Yes,Yes,4.2,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",Cafes,325.0
Yes,No,3.6,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",Cafes,250.0
Yes,No,4.1,Koramangala 1st Block,Cafe,"Cafe, Continental",Cafes,350.0
Yes,No,4.2,Koramangala 7th Block,"Dessert Parlor, Cafe","Desserts, Cafe, Beverages",Cafes,450.0
Yes,No,4.3,Koramangala 5th Block,Cafe,"Cafe, Tea, Street Food",Cafes,225.0
No,No,4.2,Koramangala 2nd Block,Cafe,"Cafe, Street Food",Cafes,100.0
Yes,No,3.6,Koramangala 7th Block,Cafe,"Cafe, Tea, North Indian",Cafes,250.0
Yes,No,4.0,Koramangala 4th Block,"Cafe, Casual Dining","Cafe, Italian, Continental",Cafes,350.0
No,No,4.1,Koramangala 7th Block,Cafe,"Cafe, Beverages, Healthy Food, Juices",Cafes,325.0
Yes,No,3.7,Koramangala 7th Block,Cafe,Cafe,Cafes,275.0
Yes,No,4.1,Koramangala 5th Block,Cafe,"Cafe, Continental",Cafes,300.0
Yes,No,4.1,Koramangala 2nd Block,Cafe,"Cafe, Healthy Food, Salad, Beverages",Cafes,300.0
No,No,3.8,Koramangala 5th Block,Cafe,"Cafe, Italian",Cafes,300.0
Yes,No,4.0,Koramangala 5th Block,Cafe,"Cafe, Continental, Italian, Burger",Cafes,400.0
No,No,4.1,Koramangala 7th Block,Cafe,"Cafe, American, Italian, Beverages",Cafes,350.0
No,No,4.0,Koramangala 4th Block,Cafe,"Cafe, Continental, Italian, Burger, Pizza",Cafes,325.0
No,No,4.1,Koramangala 7th Block,Cafe,Cafe,Cafes,175.0
No,No,3.8,Koramangala 8th Block,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",Cafes,250.0
Yes,No,4.2,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",Cafes,350.0
No,No,3.5,Koramangala 5th Block,Cafe,Cafe,Cafes,150.0
No,No,3.8,Koramangala 7th Block,"Cafe, Bakery","Cafe, Desserts, Bakery",Cafes,300.0
No,No,4.0,Koramangala 4th Block,Cafe,"Cafe, Fast Food",Cafes,250.0
No,No,3.8,Koramangala 4th Block,Cafe,Cafe,Cafes,225.0
Yes,No,3.8,Koramangala 5th Block,Cafe,"Cafe, Bakery",Cafes,250.0
Yes,Yes,4.4,Koramangala 8th Block,Cafe,"Cafe, Continental, Beverages",Cafes,350.0
Yes,No,4.0,Koramangala 3rd Block,Cafe,Cafe,Cafes,250.0
No,No,4.3,Koramangala 5th Block,Cafe,"Cafe, Continental",Cafes,400.0
Yes,No,3.5,Koramangala 1st Block,Cafe,Cafe,Cafes,250.0
No,No,3.700448817952718,Koramangala 7th Block,Cafe,"Cafe, Continental",Cafes,250.0
No,No,3.700448817952718,Koramangala 1st Block,Cafe,Cafe,Cafes,200.0
No,No,3.7,Koramangala 1st Block,Cafe,"Cafe, Continental",Cafes,300.0
No,No,3.6,Koramangala 7th Block,Cafe,"Cafe, Fast Food",Cafes,150.0
No,No,3.3,Koramangala 4th Block,Cafe,"Cafe, Fast Food, Beverages",Cafes,200.0
No,No,3.2,Koramangala 4th Block,Cafe,"Cafe, American, European",Cafes,300.0
Yes,No,3.8,Koramangala 1st Block,Cafe,"Cafe, Continental, Burger",Cafes,300.0
Yes,No,2.7,Koramangala 5th Block,Cafe,"Cafe, Italian, Mexican, Chinese",Cafes,300.0
Yes,No,3.7,Koramangala 4th Block,Cafe,"Cafe, Italian, Pizza",Cafes,225.0
Yes,No,3.700448817952718,Koramangala 7th Block,Cafe,"Cafe, Desserts",Cafes,150.0
Yes,Yes,4.5,BTM,Cafe,"Cafe, Continental, Burger",Cafes,450.0
No,Yes,4.0,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe",Cafes,800.0
Yes,No,3.7,BTM,Cafe,"Cafe, Fast Food, Beverages",Cafes,200.0
Yes,No,3.6,BTM,Cafe,"Cafe, Continental, Fast Food",Cafes,300.0
Yes,No,3.2,BTM,Beverage Shop,Beverages,Cafes,100.0
Yes,No,3.700448817952718,BTM,Cafe,"Burger, Cafe, Pizza, Beverages",Cafes,100.0
Yes,No,3.700448817952718,BTM,Beverage Shop,"Fast Food, Beverages",Cafes,100.0
Yes,Yes,3.7,BTM,Cafe,"Cafe, Beverages",Cafes,150.0
No,No,3.6,BTM,Cafe,Cafe,Cafes,250.0
No,No,3.6,BTM,Cafe,"Cafe, Fast Food",Cafes,250.0
No,No,3.5,Domlur,"Cafe, Dessert Parlor","Cafe, American, Italian, Continental",Cafes,200.0
No,No,3.7,BTM,Cafe,"Cafe, Beverages",Cafes,250.0
No,No,3.8,BTM,Cafe,Cafe,Cafes,250.0
Yes,No,4.1,Koramangala 1st Block,Delivery,North Indian,Delivery,225.0
Yes,No,4.0,BTM,Quick Bites,"Rolls, Kebab",Delivery,125.0
Yes,No,4.5,BTM,Delivery,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",Delivery,250.0
Yes,No,3.9,Koramangala,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",Delivery,225.0
Yes,No,3.8,BTM,Casual Dining,"Andhra, North Indian, Biryani",Delivery,400.0
Yes,No,4.4,Koramangala,Delivery,"North Indian, Biryani, Awadhi, Mughlai",Delivery,200.0
Yes,No,4.0,HSR,Casual Dining,"Biryani, Andhra, North Indian, Chinese",Delivery,400.0
Yes,No,3.9,Domlur,Quick Bites,"Kerala, South Indian, Seafood, Biryani",Delivery,150.0
Yes,No,4.2,BTM,Casual Dining,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood",Delivery,450.0
Yes,No,4.0,BTM,"Sweet Shop, Quick Bites","Mithai, Street Food, Fast Food",Delivery,100.0
Yes,No,3.3,Koramangala 1st Block,Quick Bites,"North Indian, Beverages",Delivery,125.0
Yes,No,4.3,HSR,Delivery,North Indian,Delivery,200.0
Yes,No,4.0,HSR,"Takeaway, Delivery","Seafood, BBQ, Biryani",Delivery,125.0
Yes,No,4.3,Koramangala 6th Block,Quick Bites,"Street Food, North Indian, Mithai, Chinese, Beverages",Delivery,150.0
Yes,No,4.4,Koramangala 6th Block,"Takeaway, Delivery",Pizza,Delivery,300.0
Yes,No,3.4,BTM,Quick Bites,"Kerala, North Indian, Chinese",Delivery,200.0
Yes,No,4.5,BTM,Dessert Parlor,"Desserts, Beverages",Delivery,200.0
Yes,No,4.0,Koramangala 8th Block,Delivery,Biryani,Delivery,325.0
Yes,No,3.9,HSR,"Takeaway, Delivery","Fast Food, Sandwich",Delivery,150.0
Yes,No,4.3,Koramangala 5th Block,Quick Bites,"Burger, Fast Food",Delivery,250.0
Yes,No,4.1,Koramangala 4th Block,Quick Bites,"Italian, Pizza, Beverages",Delivery,300.0
Yes,No,3.8,BTM,Quick Bites,"North Indian, Kerala",Delivery,250.0
No,No,3.9,Koramangala 5th Block,Casual Dining,"Chinese, Momos",Delivery,300.0
Yes,No,3.5,BTM,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",Delivery,300.0
Yes,No,3.8,HSR,Quick Bites,"South Indian, Kerala, Chinese, North Indian",Delivery,200.0
Yes,No,3.8,BTM,Casual Dining,"Biryani, North Indian",Delivery,400.0
Yes,No,4.1,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Biryani",Delivery,250.0
Yes,No,3.7,HSR,"Takeaway, Delivery","North Indian, Chinese",Delivery,200.0
Yes,No,2.8,Old Airport Road,Delivery,"Pizza, Chinese, North Indian",Delivery,150.0
Yes,No,4.1,BTM,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,150.0
Yes,No,4.1,HSR,Quick Bites,"Burger, Fast Food, Beverages",Delivery,300.0
Yes,No,3.8,BTM,"Takeaway, Delivery",South Indian,Delivery,125.0
Yes,No,3.7,BTM,Quick Bites,"Kerala, Chinese",Delivery,100.0
Yes,No,3.8,BTM,Casual Dining,Biryani,Delivery,250.0
Yes,No,4.0,Koramangala 5th Block,Quick Bites,Arabian,Delivery,150.0
Yes,No,4.1,Koramangala 8th Block,Beverage Shop,"Beverages, Juices, Fast Food",Delivery,75.0
Yes,No,4.0,BTM,Quick Bites,North Indian,Delivery,150.0
Yes,No,3.9,Old Airport Road,Quick Bites,"North Indian, Chinese",Delivery,200.0
Yes,No,4.1,BTM,Bakery,"Bakery, Desserts",Delivery,100.0
Yes,No,3.7,Koramangala 5th Block,"Quick Bites, Food Court","Salad, Fast Food",Delivery,300.0
Yes,No,4.1,BTM,Quick Bites,"Andhra, Biryani",Delivery,200.0
Yes,No,4.2,BTM,Quick Bites,"Kerala, South Indian, Chinese",Delivery,200.0
Yes,No,4.3,Koramangala 5th Block,Casual Dining,"Asian, Malaysian, Chinese, Thai, Momos",Delivery,275.0
Yes,No,4.0,Koramangala 5th Block,Quick Bites,"North Indian, Mughlai, Biryani",Delivery,200.0
Yes,No,4.1,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, South Indian, Chinese",Delivery,375.0
Yes,No,3.7,Koramangala 5th Block,Quick Bites,"Biryani, Chinese, North Indian",Delivery,125.0
Yes,No,4.1,BTM,Quick Bites,North Indian,Delivery,75.0
Yes,No,3.7,BTM,Quick Bites,"North Indian, Chinese, Fast Food",Delivery,225.0
Yes,No,4.3,HSR,Casual Dining,"Biryani, Kebab, Fast Food",Delivery,325.0
Yes,No,4.0,Koramangala 8th Block,Quick Bites,"North Indian, Biryani, Fast Food",Delivery,250.0
Yes,No,3.4,Koramangala 8th Block,Bakery,"Bakery, Desserts",Delivery,200.0
Yes,No,4.6,Koramangala 5th Block,Dessert Parlor,"Ice Cream, Desserts",Delivery,200.0
Yes,No,3.6,HSR,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",Delivery,150.0
Yes,No,4.0,Koramangala 1st Block,Casual Dining,North Indian,Delivery,250.0
Yes,No,3.7,HSR,"Takeaway, Delivery","Biryani, Fast Food, North Indian, Chinese",Delivery,200.0
Yes,No,3.9,BTM,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",Delivery,200.0
Yes,No,3.7,HSR,"Takeaway, Delivery",Bakery,Delivery,100.0
Yes,No,3.9,Koramangala 4th Block,"Takeaway, Delivery",North Indian,Delivery,200.0
Yes,No,3.9,Koramangala 1st Block,Casual Dining,"Chinese, Thai",Delivery,300.0
Yes,No,3.9,BTM,Quick Bites,"Biryani, North Indian, Kebab",Delivery,300.0
Yes,No,3.700448817952718,HSR,"Takeaway, Delivery","Andhra, North Indian, Chinese",Delivery,200.0
Yes,Yes,4.1,HSR,Casual Dining,"North Indian, Mughlai",Delivery,400.0
Yes,No,3.7,Koramangala 8th Block,Beverage Shop,"Juices, Fast Food",Delivery,75.0
Yes,No,3.9,BTM,Quick Bites,Biryani,Delivery,350.0
Yes,No,3.8,HSR,Quick Bites,"South Indian, Kerala",Delivery,150.0
Yes,No,3.9,Koramangala 6th Block,Kiosk,"Street Food, North Indian",Delivery,125.0
Yes,No,4.2,Koramangala 5th Block,Quick Bites,"Tibetan, Nepalese, Momos",Delivery,200.0
Yes,No,3.2,BTM,Quick Bites,"North Indian, Chinese",Delivery,150.0
Yes,No,3.6,Richmond Road,Quick Bites,"Kebab, North Indian, Arabian, Chinese",Delivery,250.0
Yes,No,3.7,Koramangala 5th Block,Quick Bites,"Biryani, North Indian, Chinese, Andhra, South Indian",Delivery,375.0
Yes,No,4.1,Koramangala 6th Block,Delivery,"Pizza, Italian, Beverages",Delivery,350.0
Yes,No,4.0,Koramangala 8th Block,Quick Bites,"South Indian, North Indian, Street Food, Chinese",Delivery,125.0
Yes,No,3.3,HSR,"Takeaway, Delivery","Chinese, Thai, Momos",Delivery,200.0
Yes,No,2.6,BTM,Casual Dining,"Andhra, Chinese, Biryani",Delivery,225.0
Yes,No,3.9,HSR,"Takeaway, Delivery","North Indian, Charcoal Chicken",Delivery,200.0
Yes,No,3.9,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",Delivery,400.0
Yes,No,3.9,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",Delivery,125.0
Yes,No,4.2,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",Delivery,125.0
Yes,No,3.9,Koramangala 6th Block,Casual Dining,"Pizza, Fast Food",Delivery,375.0
Yes,No,3.8,BTM,Casual Dining,"South Indian, North Indian, Chinese",Delivery,175.0
Yes,No,4.4,Koramangala 5th Block,Casual Dining,"Biryani, Seafood, Andhra, North Indian",Delivery,300.0
Yes,No,4.1,Koramangala 6th Block,Quick Bites,"Mexican, American, Fast Food",Delivery,300.0
Yes,No,3.3,Koramangala 5th Block,Quick Bites,Biryani,Delivery,150.0
Yes,Yes,4.1,Koramangala 5th Block,Casual Dining,North Indian,Delivery,300.0
Yes,No,3.9,BTM,Cafe,"North Indian, Cafe, Fast Food, Beverages",Delivery,100.0
Yes,No,3.4,Ejipura,Quick Bites,North Indian,Delivery,175.0
Yes,No,3.8,BTM,Delivery,"North Indian, South Indian, Chinese",Delivery,200.0
Yes,Yes,4.4,Koramangala 4th Block,"Casual Dining, Cafe","Pizza, Cafe, Italian",Delivery,300.0
Yes,No,2.9,Domlur,Casual Dining,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",Delivery,500.0
Yes,No,3.2,BTM,"Takeaway, Delivery","Biryani, North Indian",Delivery,300.0
Yes,No,3.9,BTM,"Takeaway, Delivery","Desserts, Ice Cream",Delivery,150.0
Yes,No,4.3,Koramangala 6th Block,Quick Bites,"Street Food, Desserts, North Indian, Mithai, Rajasthani",Delivery,200.0
Yes,No,4.2,HSR,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",Delivery,100.0
Yes,No,3.9,BTM,Casual Dining,"Arabian, North Indian, Chinese, Fast Food",Delivery,350.0
Yes,No,4.2,Koramangala 5th Block,Sweet Shop,"Mithai, Street Food",Delivery,200.0
Yes,No,4.5,Koramangala 5th Block,"Dessert Parlor, Cafe","Desserts, Cafe",Delivery,150.0
Yes,No,3.3,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Delivery,300.0
Yes,No,4.0,Koramangala 4th Block,Quick Bites,North Indian,Delivery,250.0
Yes,No,3.7,Koramangala 6th Block,Quick Bites,"North Indian, South Indian, Chinese",Delivery,150.0
Yes,No,3.5,BTM,Delivery,"North Indian, Chinese",Delivery,300.0
Yes,No,3.7,HSR,Quick Bites,"Burger, Fast Food",Delivery,200.0
Yes,No,4.3,Domlur,Delivery,"Bakery, Desserts",Delivery,250.0
Yes,No,3.1,BTM,"Takeaway, Delivery","Biryani, North Indian, Mughlai",Delivery,200.0
Yes,No,3.9,Koramangala 1st Block,Delivery,"Biryani, Kebab, Rolls, Mughlai",Delivery,325.0
Yes,No,3.5,BTM,"Takeaway, Delivery","Biryani, North Indian",Delivery,250.0
Yes,No,3.9,BTM,Quick Bites,"Biryani, North Indian",Delivery,150.0
Yes,No,3.8,BTM,Quick Bites,"North Indian, Kebab, Fast Food",Delivery,250.0
Yes,No,3.7,HSR,Beverage Shop,"Beverages, Juices",Delivery,100.0
Yes,No,3.8,HSR,Quick Bites,North Indian,Delivery,150.0
Yes,No,3.9,Koramangala 6th Block,Casual Dining,"Andhra, Biryani",Delivery,250.0
Yes,Yes,4.0,Indiranagar,Casual Dining,North Indian,Delivery,500.0
Yes,No,4.2,Koramangala 5th Block,Quick Bites,South Indian,Delivery,100.0
Yes,No,4.1,Koramangala 8th Block,Delivery,Pizza,Delivery,375.0
Yes,No,3.8,Koramangala 6th Block,Quick Bites,"South Indian, North Indian, Street Food",Delivery,125.0
Yes,No,3.7,BTM,Quick Bites,"Fast Food, North Indian, Chinese, Mughlai, Rolls",Delivery,200.0
Yes,No,3.3,BTM,Dhaba,North Indian,Delivery,200.0
Yes,No,3.8,Koramangala 7th Block,Quick Bites,Healthy Food,Delivery,175.0
Yes,Yes,4.1,BTM,Casual Dining,"Biryani, North Indian, Mughlai",Delivery,400.0
Yes,No,4.0,BTM,Quick Bites,"Chinese, North Indian, South Indian",Delivery,200.0
Yes,No,2.3,Bommanahalli,Quick Bites,"Biryani, North Indian, Chinese",Delivery,225.0
Yes,No,2.5,Bommanahalli,Casual Dining,"Hyderabadi, Biryani, North Indian",Delivery,400.0
Yes,No,3.4,BTM,Quick Bites,"Biryani, Andhra, Chinese",Delivery,300.0
Yes,No,3.9,BTM,Quick Bites,"South Indian, North Indian, Chinese",Delivery,150.0
Yes,No,3.8,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",Delivery,250.0
Yes,No,3.3,BTM,"Takeaway, Delivery","Andhra, Biryani, North Indian",Delivery,300.0
Yes,No,2.9,BTM,"Takeaway, Delivery","North Indian, Biryani, Chinese, Momos",Delivery,225.0
Yes,No,3.7,BTM,Quick Bites,"North Indian, Chinese",Delivery,200.0
Yes,No,3.9,HSR,Casual Dining,"Biryani, North Indian, South Indian, Chinese",Delivery,300.0
Yes,No,3.9,HSR,Casual Dining,"Andhra, Biryani, North Indian, Chinese",Delivery,275.0
Yes,No,4.0,BTM,Casual Dining,"Chinese, Momos",Delivery,300.0
Yes,No,3.9,Bannerghatta Road,Casual Dining,"North Indian, Chinese",Delivery,325.0
Yes,No,3.9,BTM,Quick Bites,"Biryani, Fast Food",Delivery,150.0
Yes,No,3.7,BTM,Quick Bites,"Chinese, Hyderabadi, North Indian",Delivery,200.0
