,rate
24298,3.700448817952718
24299,3.700448817952718
24300,3.700448817952718
24301,3.700448817952718
24302,3.700448817952718
24303,3.700448817952718
24304,3.700448817952718
24305,3.700448817952718
24306,3.700448817952718
24307,3.700448817952718
24308,3.700448817952718
24309,3.4
24310,3.6
24311,3.8
24312,3.700448817952718
24313,3.0
24314,3.3
24315,3.2
24316,3.3
24317,3.8
24318,3.700448817952718
24319,3.700448817952718
24320,3.4
24321,3.2
24322,3.2
24323,3.9
24324,3.1
24325,3.700448817952718
24326,3.2
24327,3.4
24328,3.4
24329,3.7
24330,3.700448817952718
24331,3.700448817952718
24332,3.4
24333,3.700448817952718
24334,3.700448817952718
24335,3.4
24336,3.700448817952718
24337,3.700448817952718
24338,3.700448817952718
24339,3.700448817952718
24340,3.700448817952718
24341,3.700448817952718
24342,3.2
24343,3.700448817952718
24344,3.2
24345,3.1
24346,3.5
24347,3.3
24348,3.700448817952718
24349,3.3
24350,3.8
24351,3.8
24352,3.700448817952718
24353,3.2
24354,3.3
24355,3.5
24356,3.9
24357,3.3
24358,3.8
24359,3.4
24360,3.1
24361,3.5
24362,2.9
24363,2.9
24364,3.4
24365,3.8
24366,3.700448817952718
24367,3.700448817952718
24368,3.6
24369,3.9
24370,3.700448817952718
24371,3.8
24372,3.5
24373,3.2
24374,2.9
24375,4.8
24376,3.700448817952718
24377,4.1
24378,4.4
24379,4.6
24380,3.700448817952718
24381,3.8
24382,3.9
24383,4.3
24384,3.700448817952718
24385,3.8
24386,3.9
24387,3.9
24388,3.4
24389,4.2
24390,4.1
24391,4.1
24392,3.8
24393,3.7
24394,3.8
24395,3.9
24396,3.4
24397,3.6
24398,3.9
24399,3.9
24400,3.7
24401,3.9
24402,3.9
24403,3.700448817952718
24404,3.700448817952718
24405,3.2
24406,3.700448817952718
24407,3.700448817952718
24408,3.700448817952718
24409,3.700448817952718
24410,3.3
24411,3.700448817952718
24412,4.0
24413,3.6
24414,3.700448817952718
24415,3.700448817952718
24416,2.8
24417,3.0
24418,3.5
24419,3.4
24420,3.9
24421,4.3
24422,3.7
24423,3.700448817952718
24424,3.700448817952718
24425,3.7
24426,4.0
24427,3.2
24428,4.0
24429,4.0
24430,3.700448817952718
24431,3.700448817952718
24432,3.700448817952718
24433,3.4
24434,3.700448817952718
24435,3.700448817952718
24436,3.700448817952718
24437,3.700448817952718
24438,3.8
24439,3.5
24440,3.4
24441,3.1
24442,3.9
24443,4.4
24444,4.5
24445,3.7
24446,3.6
24447,3.1
24448,3.4
24449,3.8
24450,3.8
24451,3.700448817952718
24452,3.5
24453,3.1
24454,3.700448817952718
24455,3.700448817952718
24456,3.700448817952718
24457,3.700448817952718
24458,3.4
24459,3.1
24460,3.5
24461,3.2
24462,3.700448817952718
24463,3.2
24464,3.5
24465,4.2
24466,4.3
24467,4.2
24468,4.6
24469,4.4
24470,4.4
24471,4.2
24472,4.5
24473,4.5
24474,4.1
24475,4.5
24476,4.4
24477,4.1
24478,4.4
24479,4.2
24480,3.9
24481,4.2
24482,4.1
24483,4.4
24484,4.2
24485,3.8
24486,4.0
24487,3.8
24488,3.6
24489,3.9
24490,4.3
24491,4.2
24492,4.2
24493,3.700448817952718
24494,4.1
24495,4.2
24496,4.0
24497,3.9
24498,3.7
24499,4.1
24500,3.8
24501,3.9
24502,4.1
24503,3.6
24504,3.9
24505,3.8
24506,4.1
24507,3.7
24508,3.9
24509,3.9
24510,3.9
24511,4.0
24512,4.0
24513,2.8
24514,4.0
24515,4.1
24516,4.1
24517,3.9
24518,3.7
24519,3.7
24520,3.7
24521,3.6
24522,4.1
24523,3.8
24524,4.1
24525,4.1
24526,3.8
24527,3.9
24528,3.7
24529,3.0
24530,3.8
24531,3.700448817952718
24532,3.7
24533,3.5
24534,3.8
24535,3.7
24536,3.6
24537,3.6
24538,3.1
24539,3.8
24540,3.9
24541,3.4
24542,3.4
24543,3.4
24544,2.9
24545,3.1
24546,3.700448817952718
24547,3.1
24548,3.7
24549,3.700448817952718
24550,3.7
24551,3.2
24552,3.2
24553,3.6
24554,4.0
24555,2.8
24556,3.1
24557,3.9
24558,2.7
24559,2.7
24560,2.7
24561,4.1
24562,4.1
24563,3.700448817952718
24564,4.0
24565,3.9
24566,4.0
24567,3.9
24568,3.6
24569,3.4
24570,3.8
24571,4.1
24572,4.1
24573,3.700448817952718
24574,4.2
24575,3.8
24576,4.0
24577,2.4
24578,3.9
24579,3.3
24580,4.0
24581,3.8
24582,3.1
24583,3.3
24584,3.6
24585,3.4
24586,3.700448817952718
24587,3.7
24588,3.5
24589,3.4
24590,3.6
24591,3.9
24592,3.7
24593,3.7
24594,3.8
24595,3.6
24596,3.700448817952718
24597,3.700448817952718
24598,3.700448817952718
24599,3.700448817952718
24600,3.700448817952718
24601,3.5
24602,3.700448817952718
24603,3.700448817952718
24604,3.700448817952718
24605,3.1
24606,3.2
24607,3.5
24608,3.700448817952718
24609,3.5
24610,3.7
24611,3.4
24612,3.4
24613,3.4
24614,3.4
24615,3.700448817952718
24616,3.3
24617,3.700448817952718
24618,3.700448817952718
24619,3.700448817952718
24620,3.7
24621,3.700448817952718
24622,3.7
24623,3.7
24624,3.7
24625,3.0
24626,3.700448817952718
24627,3.700448817952718
24628,4.0
24629,4.1
24630,3.700448817952718
24631,4.4
24632,4.3
24633,3.9
24634,4.1
24635,4.5
24636,3.9
24637,3.9
24638,3.9
24639,4.0
24640,3.9
24641,4.3
24642,4.2
24643,4.1
24644,3.8
24645,4.1
24646,3.7
24647,4.0
24648,3.9
24649,3.7
24650,4.1
24651,4.1
24652,4.0
24653,4.2
24654,3.9
24655,3.7
24656,3.8
24657,4.0
24658,3.6
24659,3.9
24660,3.6
24661,3.9
24662,3.8
24663,3.2
24664,3.700448817952718
24665,3.0
24666,3.5
24667,3.700448817952718
24668,4.0
24669,4.0
24670,3.0
24671,3.6
24672,3.700448817952718
24673,3.5
24674,3.6
24675,3.8
24676,3.700448817952718
24677,3.6
24678,3.8
24679,3.700448817952718
24680,3.700448817952718
24681,3.700448817952718
24682,3.700448817952718
24683,3.2
24684,3.3
24685,3.4
24686,3.5
24687,3.9
24688,3.1
24689,3.4
24690,2.7
24691,2.6
24692,3.0
24693,4.4
24694,3.700448817952718
24695,3.9
24696,3.5
24697,4.0
24698,3.9
24699,3.4
24700,3.8
24701,3.7
24702,3.1
24703,3.6
24704,3.9
24705,3.7
24706,4.0
24707,3.1
24708,3.5
24709,3.9
24710,3.6
24711,3.7
24712,3.8
24713,3.9
24714,3.700448817952718
24715,3.7
24716,3.700448817952718
24717,3.700448817952718
24718,3.8
24719,3.9
24720,3.8
24721,3.2
24722,3.3
24723,3.7
24724,3.3
24725,3.4
24726,2.9
24727,3.4
24728,3.3
24729,3.6
24730,2.9
24731,3.9
24732,3.700448817952718
24733,3.700448817952718
24734,3.700448817952718
24735,3.700448817952718
24736,3.700448817952718
24737,3.700448817952718
24738,3.700448817952718
24739,3.5
24740,3.700448817952718
24741,3.700448817952718
24742,3.700448817952718
24743,3.700448817952718
24744,3.700448817952718
24745,3.700448817952718
24746,3.700448817952718
24747,3.700448817952718
24748,3.700448817952718
24749,3.700448817952718
24750,4.0
24751,3.700448817952718
24752,3.5
24753,3.2
24754,3.2
24755,3.700448817952718
24756,3.7
24757,3.3
24758,3.3
24759,3.4
24760,3.700448817952718
24761,3.700448817952718
24762,3.700448817952718
24763,3.6
24764,3.700448817952718
24765,3.700448817952718
24766,3.700448817952718
24767,3.700448817952718
24768,3.3
24769,3.700448817952718
24770,3.8
24771,2.9
24772,3.6
24773,3.6
24774,3.7
24775,3.3
24776,3.3
24777,3.700448817952718
24778,3.9
24779,3.7
24780,4.5
24781,3.7
24782,4.0
24783,4.0
24784,3.5
24785,3.7
24786,3.7
24787,3.8
24788,3.4
24789,4.1
24790,3.7
24791,3.7
24792,2.3
24793,3.8
24794,4.3
24795,3.700448817952718
24796,3.5
24797,3.6
24798,3.3
24799,3.4
24800,2.6
24801,3.6
24802,4.0
24803,3.5
24804,3.700448817952718
24805,3.700448817952718
24806,3.9
24807,3.8
24808,3.8
24809,3.5
24810,3.6
24811,3.1
24812,3.8
24813,3.2
24814,3.3
24815,3.9
24816,3.7
24817,3.4
24818,3.3
24819,3.6
24820,3.4
24821,3.5
24822,3.4
24823,3.6
24824,3.700448817952718
24825,3.7
24826,3.5
24827,3.6
24828,3.7
24829,3.7
24830,3.8
24831,3.8
24832,3.700448817952718
24833,3.9
24834,3.3
24835,3.700448817952718
24836,3.700448817952718
24837,3.700448817952718
24838,3.5
24839,3.700448817952718
24840,3.2
24841,3.700448817952718
24842,3.7
24843,3.4
24844,3.5
24845,3.7
24846,3.0
24847,3.0
24848,3.8
24849,3.7
24850,3.700448817952718
24851,3.700448817952718
24852,3.4
24853,3.4
24854,3.6
24855,3.8
24856,3.700448817952718
24857,3.3
24858,3.4
24859,3.0
24860,3.6
24861,3.4
24862,3.7
24863,3.7
24864,3.2
24865,2.8
24866,3.700448817952718
24867,3.700448817952718
24868,3.700448817952718
24869,3.700448817952718
24870,3.700448817952718
24871,3.700448817952718
24872,3.6
24873,3.1
24874,3.700448817952718
24875,3.2
24876,3.5
24877,3.3
24878,3.7
24879,3.3
24880,3.700448817952718
24881,3.700448817952718
24882,3.700448817952718
24883,3.700448817952718
24884,3.700448817952718
24885,3.700448817952718
24886,3.700448817952718
24887,3.700448817952718
24888,3.700448817952718
24889,3.700448817952718
24890,3.700448817952718
24891,3.700448817952718
24892,3.700448817952718
24893,3.700448817952718
24894,3.2
24895,3.4
24896,3.8
24897,3.1
24898,3.5
24899,3.2
24900,3.700448817952718
24901,3.1
24902,3.6
24903,3.2
24904,3.2
24905,3.700448817952718
24906,3.5
24907,3.700448817952718
24908,3.700448817952718
24909,3.700448817952718
24910,3.4
24911,3.700448817952718
24912,3.700448817952718
24913,3.700448817952718
24914,3.700448817952718
24915,3.700448817952718
24916,3.700448817952718
24917,3.700448817952718
24918,3.2
24919,3.700448817952718
24920,3.3
24921,3.700448817952718
24922,3.700448817952718
24923,3.3
24924,3.4
24925,3.7
24926,3.2
24927,3.3
24928,3.2
24929,3.8
24930,3.6
24931,4.4
24932,4.3
24933,4.2
24934,4.4
24935,3.8
24936,4.0
24937,3.9
24938,3.9
24939,4.0
24940,3.9
24941,3.8
24942,3.1
24943,3.0
24944,4.0
24945,3.7
24946,4.1
24947,4.4
24948,3.8
24949,4.3
24950,4.0
24951,3.6
24952,3.700448817952718
24953,4.0
24954,3.5
24955,3.700448817952718
24956,3.8
24957,3.700448817952718
24958,3.1
24959,2.6
24960,4.5
24961,4.2
24962,4.1
24963,4.1
24964,4.3
24965,4.3
24966,3.8
24967,3.700448817952718
24968,3.9
24969,3.7
24970,4.0
24971,4.1
24972,3.8
24973,4.1
24974,3.700448817952718
24975,3.6
24976,3.8
24977,3.700448817952718
24978,3.7
24979,3.4
24980,3.6
24981,3.8
24982,3.9
24983,3.9
24984,3.4
24985,3.700448817952718
24986,3.8
24987,3.700448817952718
24988,3.7
24989,3.6
24990,3.5
24991,2.8
24992,3.700448817952718
24993,3.700448817952718
24994,3.3
24995,3.700448817952718
24996,3.9
24997,3.7
24998,4.5
24999,3.8
25000,3.8
25001,4.4
25002,3.8
25003,3.6
25004,4.0
25005,3.7
25006,3.3
25007,4.0
25008,4.2
25009,4.4
25010,3.7
25011,4.0
25012,3.2
25013,4.4
25014,4.1
25015,3.9
25016,4.8
25017,4.4
25018,3.8
25019,3.5
25020,3.9
25021,4.5
25022,3.5
25023,3.9
25024,3.7
25025,2.8
25026,3.3
25027,3.3
25028,3.8
25029,4.0
25030,4.1
25031,3.9
25032,4.2
25033,3.7
25034,3.5
25035,4.1
25036,3.6
25037,3.6
25038,3.8
25039,3.1
25040,3.8
25041,4.0
25042,3.8
25043,4.3
25044,3.4
25045,3.9
25046,3.2
25047,3.6
25048,4.1
25049,3.8
25050,3.7
25051,3.7
25052,3.2
25053,3.9
25054,3.6
25055,2.9
25056,3.0
25057,3.5
25058,3.7
25059,2.7
25060,3.1
25061,3.7
25062,3.9
25063,3.6
25064,4.0
25065,3.6
25066,3.6
25067,3.7
25068,4.1
25069,3.6
25070,2.7
25071,3.4
25072,3.9
25073,3.700448817952718
25074,3.7
25075,3.9
25076,3.7
25077,3.4
25078,3.700448817952718
25079,3.8
25080,3.7
25081,4.3
25082,3.0
25083,4.4
25084,3.7
25085,3.4
25086,3.6
25087,3.7
25088,4.2
25089,2.7
25090,3.6
25091,3.7
25092,3.6
25093,3.7
25094,3.8
25095,4.1
25096,3.7
25097,3.8
25098,3.7
25099,3.9
25100,4.1
25101,3.2
25102,4.0
25103,4.1
25104,2.7
25105,3.7
25106,3.8
25107,2.6
25108,4.2
25109,3.5
25110,3.3
25111,3.7
25112,3.4
25113,4.1
25114,3.8
25115,3.9
25116,3.1
25117,3.5
25118,3.8
25119,3.8
25120,3.4
25121,3.8
25122,4.0
25123,3.700448817952718
25124,4.5
25125,3.9
25126,3.7
25127,3.4
25128,3.2
25129,3.8
25130,2.9
25131,3.0
25132,3.3
25133,4.5
25134,3.8
25135,3.9
25136,3.700448817952718
25137,3.9
25138,3.9
25139,3.8
25140,3.700448817952718
25141,3.5
25142,3.1
25143,3.9
25144,4.5
25145,3.6
25146,3.7
25147,3.9
25148,3.8
25149,3.7
25150,3.7
25151,3.9
25152,3.8
25153,3.4
25154,3.3
25155,3.1
25156,3.700448817952718
25157,4.2
25158,2.9
25159,3.2
25160,3.9
25161,3.8
25162,3.7
25163,3.6
25164,3.700448817952718
25165,2.9
25166,3.700448817952718
25167,3.700448817952718
25168,3.6
25169,3.4
25170,3.8
25171,3.5
25172,3.9
25173,3.8
25174,3.3
25175,4.2
25176,4.1
25177,4.1
25178,4.1
25179,2.4
25180,3.7
25181,2.9
25182,3.8
25183,3.1
25184,3.7
25185,3.5
25186,3.700448817952718
25187,3.7
25188,4.0
25189,2.8
25190,3.1
25191,3.1
25192,4.0
25193,3.9
25194,3.700448817952718
25195,3.5
25196,3.6
25197,3.700448817952718
25198,3.700448817952718
25199,4.3
25200,4.1
25201,3.4
25202,4.0
25203,3.6
25204,3.700448817952718
25205,2.7
25206,4.1
25207,3.6
25208,3.6
25209,2.9
25210,4.2
25211,3.700448817952718
25212,3.700448817952718
25213,3.6
25214,3.9
25215,4.1
25216,3.700448817952718
25217,3.700448817952718
25218,3.6
25219,3.700448817952718
25220,4.3
25221,3.700448817952718
25222,3.700448817952718
25223,2.9
25224,2.9
25225,3.7
25226,3.6
25227,3.8
25228,3.9
25229,2.7
25230,3.5
25231,3.8
25232,3.700448817952718
25233,3.7
25234,3.1
25235,3.8
25236,3.8
25237,3.9
25238,3.7
25239,3.700448817952718
25240,3.700448817952718
25241,3.8
25242,3.6
25243,3.1
25244,3.6
25245,3.6
25246,3.700448817952718
25247,3.9
25248,3.4
25249,3.0
25250,3.7
25251,2.3
25252,3.9
25253,3.9
25254,3.6
25255,3.3
25256,3.2
25257,3.9
25258,3.6
25259,3.3
25260,4.0
25261,3.5
25262,3.700448817952718
25263,3.4
25264,3.700448817952718
25265,3.7
25266,3.7
25267,3.6
25268,4.1
25269,3.700448817952718
25270,2.9
25271,2.9
25272,3.4
25273,3.700448817952718
25274,3.6
25275,3.8
25276,3.7
25277,3.8
25278,2.8
25279,3.6
25280,3.1
25281,3.4
25282,3.8
25283,3.6
25284,3.700448817952718
25285,3.700448817952718
25286,3.5
25287,4.2
25288,2.6
25289,3.9
25290,4.1
25291,3.3
25292,3.700448817952718
25293,3.9
25294,3.2
25295,2.9
25296,4.1
25297,3.4
25298,3.700448817952718
25299,3.7
25300,3.5
25301,3.7
25302,3.700448817952718
25303,4.0
25304,3.5
25305,3.7
25306,3.9
25307,4.0
25308,3.1
25309,3.5
25310,4.0
25311,2.7
25312,3.8
25313,3.5
25314,3.700448817952718
25315,3.3
25316,2.9
25317,3.7
25318,3.7
25319,3.7
25320,3.7
25321,3.8
25322,3.9
25323,3.8
25324,4.1
25325,3.700448817952718
25326,3.3
25327,3.9
25328,4.0
25329,4.3
25330,3.6
25331,3.9
25332,3.6
25333,3.3
25334,3.700448817952718
25335,3.7
25336,3.9
25337,3.7
25338,4.1
25339,3.7
25340,4.0
25341,3.6
25342,3.5
25343,3.2
25344,4.0
25345,3.8
25346,3.700448817952718
25347,4.3
25348,3.700448817952718
25349,3.9
25350,4.0
25351,3.4
25352,4.5
25353,2.9
25354,3.9
25355,3.5
25356,3.9
25357,3.700448817952718
25358,3.8
25359,3.700448817952718
25360,3.0
25361,4.1
25362,3.700448817952718
25363,4.1
25364,3.700448817952718
25365,3.6
25366,3.5
25367,3.7
25368,3.0
25369,3.700448817952718
25370,3.5
25371,3.5
25372,3.8
25373,4.1
25374,3.0
25375,3.7
25376,4.1
25377,4.1
25378,3.4
25379,3.4
25380,3.6
25381,3.3
25382,3.3
25383,2.9
25384,3.5
25385,3.7
25386,3.4
25387,2.6
25388,3.8
25389,2.8
25390,4.0
25391,3.7
25392,3.9
25393,4.2
25394,3.7
25395,4.0
25396,3.4
25397,3.700448817952718
25398,3.700448817952718
25399,3.700448817952718
25400,3.700448817952718
25401,3.700448817952718
25402,3.700448817952718
25403,3.700448817952718
25404,4.0
25405,3.700448817952718
25406,3.9
25407,3.700448817952718
25408,3.700448817952718
25409,3.700448817952718
25410,3.8
25411,3.7
25412,3.2
25413,3.0
25414,3.3
25415,3.8
25416,3.700448817952718
25417,3.700448817952718
25418,3.4
25419,3.2
25420,3.5
25421,4.0
25422,3.4
25423,3.4
25424,3.4
25425,3.700448817952718
25426,3.4
25427,3.700448817952718
25428,3.6
25429,3.700448817952718
25430,3.700448817952718
25431,3.1
25432,4.1
25433,4.1
25434,3.7
25435,3.5
25436,3.9
25437,3.700448817952718
25438,3.3
25439,4.0
25440,4.1
25441,3.700448817952718
25442,3.2
25443,3.4
25444,3.4
25445,3.4
25446,3.0
25447,3.1
25448,3.2
25449,4.4
25450,3.700448817952718
25451,4.3
25452,3.7
25453,3.0
25454,3.700448817952718
25455,3.8
25456,3.0
25457,3.700448817952718
25458,3.3
25459,3.700448817952718
25460,3.8
25461,4.4
25462,4.0
25463,3.700448817952718
25464,3.5
25465,4.1
25466,3.8
25467,4.2
25468,4.2
25469,3.0
25470,3.700448817952718
25471,3.7
25472,3.700448817952718
25473,3.700448817952718
25474,3.700448817952718
25475,3.700448817952718
25476,3.700448817952718
25477,3.8
25478,3.1
25479,3.700448817952718
25480,3.700448817952718
25481,3.700448817952718
25482,3.700448817952718
25483,3.5
25484,4.1
25485,3.1
25486,3.700448817952718
25487,3.9
25488,2.7
25489,3.5
25490,3.5
25491,3.1
25492,3.5
25493,4.0
25494,3.7
25495,3.700448817952718
25496,3.1
25497,4.1
25498,3.9
25499,2.8
25500,3.4
25501,3.700448817952718
25502,4.0
25503,2.8
25504,4.3
25505,3.700448817952718
25506,3.3
25507,3.7
25508,3.6
25509,3.6
25510,4.5
25511,4.2
25512,3.9
25513,3.700448817952718
25514,4.0
25515,3.9
25516,3.9
25517,3.7
25518,3.8
25519,3.700448817952718
25520,4.3
25521,3.700448817952718
25522,3.4
25523,3.8
25524,3.700448817952718
25525,3.8
25526,3.700448817952718
25527,3.700448817952718
25528,3.8
25529,3.9
25530,4.3
25531,3.3
25532,3.2
25533,3.700448817952718
25534,3.3
25535,3.1
25536,4.1
25537,3.7
25538,3.4
25539,3.5
25540,3.4
25541,4.0
25542,3.4
25543,3.700448817952718
25544,3.4
25545,3.4
25546,3.9
25547,3.9
25548,3.7
25549,3.6
25550,3.0
25551,3.700448817952718
25552,3.4
25553,3.1
25554,2.9
25555,2.8
25556,3.1
25557,3.700448817952718
25558,3.700448817952718
25559,3.700448817952718
25560,3.700448817952718
25561,3.700448817952718
25562,3.700448817952718
25563,3.700448817952718
25564,3.700448817952718
25565,3.700448817952718
25566,3.700448817952718
25567,3.700448817952718
25568,3.700448817952718
25569,3.700448817952718
25570,3.700448817952718
25571,3.700448817952718
25572,3.700448817952718
25573,3.700448817952718
25574,3.700448817952718
25575,3.700448817952718
25576,3.700448817952718
25577,3.700448817952718
25578,3.700448817952718
25579,3.700448817952718
25580,3.700448817952718
25581,3.700448817952718
25582,3.4
25583,3.3
25584,3.2
25585,3.7
25586,3.6
25587,3.700448817952718
25588,3.700448817952718
25589,3.700448817952718
25590,3.700448817952718
25591,3.700448817952718
25592,3.2
25593,3.700448817952718
25594,3.7
25595,3.8
25596,3.3
25597,3.2
25598,3.2
25599,3.3
25600,2.6
25601,3.700448817952718
25602,3.4
25603,3.700448817952718
25604,3.6
25605,3.5
25606,3.2
25607,4.0
25608,3.9
25609,3.1
25610,3.7
25611,3.2
25612,3.4
25613,3.4
25614,3.700448817952718
25615,3.3
25616,3.700448817952718
25617,3.700448817952718
25618,3.4
25619,3.700448817952718
25620,3.700448817952718
25621,3.4
25622,3.700448817952718
25623,3.700448817952718
25624,3.700448817952718
25625,3.3
25626,3.700448817952718
25627,3.700448817952718
25628,3.7
25629,3.2
25630,3.700448817952718
25631,3.700448817952718
25632,3.700448817952718
25633,3.700448817952718
25634,3.700448817952718
25635,3.5
25636,3.700448817952718
25637,3.3
25638,3.8
25639,3.700448817952718
25640,3.700448817952718
25641,3.8
25642,3.700448817952718
25643,2.8
25644,2.9
25645,3.3
25646,3.2
25647,3.9
25648,3.700448817952718
25649,3.0
25650,3.1
25651,3.4
25652,3.8
25653,3.700448817952718
25654,3.1
25655,3.5
25656,2.9
25657,3.4
25658,3.8
25659,3.700448817952718
25660,3.700448817952718
25661,3.5
25662,3.8
25663,3.1
25664,4.4
25665,3.5
25666,3.6
25667,3.4
25668,3.3
25669,3.2
25670,4.3
25671,3.7
25672,3.700448817952718
25673,4.0
25674,3.7
25675,4.0
25676,3.2
25677,4.0
25678,3.700448817952718
25679,3.700448817952718
25680,3.700448817952718
25681,3.700448817952718
25682,3.4
25683,3.700448817952718
25684,3.700448817952718
25685,3.8
25686,3.5
25687,3.1
25688,4.8
25689,3.700448817952718
25690,4.1
25691,4.4
25692,3.9
25693,4.6
25694,3.700448817952718
25695,3.8
25696,3.700448817952718
25697,4.3
25698,3.700448817952718
25699,3.8
25700,3.9
25701,3.6
25702,3.9
25703,3.4
25704,4.2
25705,4.1
25706,4.1
25707,3.8
25708,3.8
25709,3.8
25710,3.7
25711,3.8
25712,3.8
25713,3.9
25714,3.4
25715,3.700448817952718
25716,3.6
25717,3.9
25718,3.9
25719,4.0
25720,3.8
25721,3.7
25722,3.9
25723,3.9
25724,3.9
25725,3.700448817952718
25726,3.700448817952718
25727,3.700448817952718
25728,3.2
25729,3.2
25730,3.700448817952718
25731,3.700448817952718
25732,3.700448817952718
25733,3.700448817952718
25734,3.4
25735,3.7
25736,3.1
25737,3.700448817952718
25738,3.700448817952718
25739,3.700448817952718
25740,3.700448817952718
25741,3.1
25742,3.3
25743,3.700448817952718
25744,3.4
25745,3.5
25746,4.0
25747,3.9
25748,3.6
25749,3.700448817952718
25750,3.700448817952718
25751,3.700448817952718
25752,3.5
25753,2.8
25754,3.5
25755,3.4
25756,3.7
25757,4.5
25758,3.1
25759,4.2
25760,3.5
25761,4.3
25762,3.700448817952718
25763,3.8
25764,3.2
25765,3.8
25766,4.0
25767,4.2
25768,4.4
25769,4.3
25770,3.9
25771,4.2
25772,4.5
25773,3.8
25774,4.0
25775,4.0
25776,4.2
25777,4.1
25778,3.8
25779,4.1
25780,3.8
25781,3.7
25782,4.0
25783,4.1
25784,4.0
25785,4.1
25786,4.2
25787,3.4
25788,3.6
25789,3.9
25790,3.6
25791,3.9
25792,3.8
25793,3.2
25794,3.5
25795,3.5
25796,4.0
25797,2.9
25798,3.6
25799,3.5
25800,3.6
25801,3.8
25802,3.700448817952718
25803,3.8
25804,3.700448817952718
25805,3.8
25806,3.700448817952718
25807,3.700448817952718
25808,3.2
25809,3.3
25810,3.4
25811,3.5
25812,3.9
25813,3.1
25814,3.4
25815,3.700448817952718
25816,2.7
25817,2.6
25818,3.0
25819,4.4
25820,3.8
25821,3.9
25822,4.0
25823,3.9
25824,3.5
25825,3.8
25826,3.9
25827,3.6
25828,3.7
25829,3.1
25830,4.0
25831,3.5
25832,3.9
25833,3.6
25834,3.7
25835,3.5
25836,3.700448817952718
25837,3.7
25838,3.700448817952718
25839,3.700448817952718
25840,4.0
25841,3.9
25842,3.8
25843,3.700448817952718
25844,3.7
25845,3.3
25846,2.9
25847,3.3
25848,3.6
25849,2.9
25850,3.9
25851,3.700448817952718
25852,3.2
25853,3.700448817952718
25854,3.700448817952718
25855,3.3
25856,3.5
25857,3.700448817952718
25858,3.700448817952718
25859,3.700448817952718
25860,3.700448817952718
25861,3.700448817952718
25862,3.700448817952718
25863,3.700448817952718
25864,3.700448817952718
25865,4.0
25866,3.700448817952718
25867,3.2
25868,3.7
25869,3.3
25870,3.3
25871,3.4
25872,3.700448817952718
25873,3.5
25874,3.700448817952718
25875,3.700448817952718
25876,3.700448817952718
25877,3.700448817952718
25878,3.3
25879,3.700448817952718
25880,3.8
25881,2.9
25882,3.6
25883,3.6
25884,3.7
25885,4.7
25886,4.4
25887,4.2
25888,4.4
25889,4.2
25890,4.5
25891,4.5
25892,4.1
25893,4.4
25894,4.6
25895,4.2
25896,4.1
25897,4.4
25898,3.4
25899,3.8
25900,4.2
25901,3.9
25902,4.2
25903,4.1
25904,3.9
25905,4.4
25906,4.2
25907,4.2
25908,3.9
25909,3.9
25910,3.8
25911,3.8
25912,3.5
25913,3.8
25914,3.8
25915,4.3
25916,4.2
25917,3.9
25918,3.9
25919,4.2
25920,4.0
25921,3.8
25922,4.1
25923,4.3
25924,4.2
25925,4.0
25926,4.0
25927,3.9
25928,4.0
25929,3.5
25930,3.7
25931,4.1
25932,4.0
25933,3.8
25934,4.1
25935,3.3
25936,3.9
25937,3.8
25938,4.1
25939,3.8
25940,3.8
25941,3.7
25942,3.9
25943,3.5
25944,3.9
25945,3.4
25946,3.4
25947,3.8
25948,3.7
25949,4.0
25950,4.0
25951,3.8
25952,2.8
25953,4.0
25954,2.3
25955,3.7
25956,4.1
25957,4.0
25958,3.7
25959,3.6
25960,3.6
25961,3.7
25962,4.1
25963,3.9
25964,3.8
25965,4.0
25966,3.6
25967,4.1
25968,3.7
25969,3.700448817952718
25970,3.0
25971,3.4
25972,3.9
25973,2.5
25974,3.4
25975,3.9
25976,3.0
25977,4.0
25978,3.700448817952718
25979,3.2
25980,3.9
25981,3.8
25982,3.700448817952718
25983,3.7
25984,3.7
25985,3.0
25986,2.9
25987,3.9
25988,3.7
25989,3.5
25990,3.5
25991,3.4
25992,3.5
25993,3.7
25994,3.8
25995,3.7
25996,3.7
25997,3.7
25998,3.7
25999,3.8
26000,3.6
26001,3.9
26002,3.6
26003,3.1
26004,3.8
26005,3.6
26006,2.9
26007,3.5
26008,3.7
26009,3.4
26010,3.700448817952718
26011,3.700448817952718
26012,3.4
26013,3.0
26014,2.9
26015,3.1
26016,3.700448817952718
26017,3.7
26018,3.700448817952718
26019,3.8
26020,3.1
26021,3.7
26022,3.700448817952718
26023,3.700448817952718
26024,3.4
26025,3.7
26026,3.6
26027,3.3
26028,3.2
26029,4.0
26030,2.8
26031,3.1
26032,3.3
26033,3.700448817952718
26034,3.9
26035,2.7
26036,2.7
26037,2.7
26038,4.1
26039,4.1
26040,3.6
26041,4.0
26042,3.8
26043,3.9
26044,3.4
26045,3.9
26046,3.6
26047,4.0
26048,3.5
26049,3.7
26050,3.8
26051,3.5
26052,3.8
26053,3.2
26054,4.0
26055,3.8
26056,4.0
26057,3.7
26058,2.9
26059,3.6
26060,3.2
26061,3.700448817952718
26062,4.2
26063,3.7
26064,3.8
26065,3.8
26066,4.0
26067,3.6
26068,3.4
26069,3.9
26070,3.9
